"RSN","eq_lat","eq_long","R_rup","sta_code","sta_lat","sta_long","eq_id_new","Plong2","Plat2","dP2PV","lnWS_nlme3"
"usgs_858",58.2956,-154.1328,361.54,"SPCG",61.2913,-152.0228,"ak0111vymjwx",-154.1328,58.2956,-0.243803564073027,-0.0193850420475986
"usgs_859",58.2956,-154.1328,349.01,"SPCR",61.2003,-152.2091,"ak0111vymjwx",-154.1328,58.2956,-0.157135990041233,-0.113500793067454
"usgs_860",58.2956,-154.1328,131.72,"KDAK",57.7828,-152.5835,"ak0111vymjwx",-154.1328,58.2956,0.00506976013184795,0.340385507395435
"usgs_1125",59.0616,-152.5322,492.1,"BMR",60.9677,-144.6051,"ak0115aiaea0",-152.5322,59.0616,-0.0161698211980579,0.119038263328371
"usgs_1126",59.0616,-152.5322,131.73,"BRLK",59.7511,-150.9063,"ak0115aiaea0",-152.5322,59.0616,0.0708861145220827,0.295001706530462
"usgs_1127",59.0616,-152.5322,131.73,"BRLK",59.7511,-150.9063,"ak0115aiaea0",-152.5322,59.0616,-0.152522992973464,-0.176305243765987
"usgs_1128",59.0616,-152.5322,488.19,"CAST",63.4188,-152.0844,"ak0115aiaea0",-152.5322,59.0616,-0.0662858478636023,0.151570258031227
"usgs_1129",59.0616,-152.5322,488.19,"CAST",63.4188,-152.0844,"ak0115aiaea0",-152.5322,59.0616,-0.0923792983504111,0.15307480762841
"usgs_1130",59.0616,-152.5322,443.03,"DIV",61.1292,-145.7749,"ak0115aiaea0",-152.5322,59.0616,-0.011473200398948,0.0392158669192201
"usgs_1131",59.0616,-152.5322,417.52,"EYAK",60.5487,-145.75,"ak0115aiaea0",-152.5322,59.0616,-0.041781490059928,-0.0429285012145554
"usgs_1132",59.0616,-152.5322,273.18,"FIB",61.1656,-150.1775,"ak0115aiaea0",-152.5322,59.0616,-0.00557609792343358,-0.0454958887220315
"usgs_1133",59.0616,-152.5322,273.18,"FIB",61.1656,-150.1775,"ak0115aiaea0",-152.5322,59.0616,0.000784377753548736,0.0428849376542101
"usgs_1134",59.0616,-152.5322,99.56,"HOM",59.6572,-151.6515,"ak0115aiaea0",-152.5322,59.0616,0.0174523715135163,0.0732681792024787
"usgs_1135",59.0616,-152.5322,99.56,"HOM",59.6572,-151.6515,"ak0115aiaea0",-152.5322,59.0616,0.00903980741540174,0.121708881743715
"usgs_1136",59.0616,-152.5322,457.04,"KLU",61.4924,-145.9227,"ak0115aiaea0",-152.5322,59.0616,0.0240348472790521,0.191064889995264
"usgs_1137",59.0616,-152.5322,430.19,"PPLA",62.8962,-152.1894,"ak0115aiaea0",-152.5322,59.0616,0.0709486493996282,0.0772550214755523
"usgs_1138",59.0616,-152.5322,430.19,"PPLA",62.8962,-152.1894,"ak0115aiaea0",-152.5322,59.0616,0.0670053874272004,0.0969778074003663
"usgs_1139",59.0616,-152.5322,467.82,"RAG",60.3863,-144.6773,"ak0115aiaea0",-152.5322,59.0616,-0.0165973621935248,-0.374378910744067
"usgs_1140",59.0616,-152.5322,278.79,"RC01",61.0889,-149.739,"ak0115aiaea0",-152.5322,59.0616,-0.315444091537478,-0.375475600578933
"usgs_1141",59.0616,-152.5322,386.19,"SAW",61.807,-148.3316,"ak0115aiaea0",-152.5322,59.0616,-0.126868478337677,-0.125517731943516
"usgs_1142",59.0616,-152.5322,423.4,"SCM",61.832,-147.329,"ak0115aiaea0",-152.5322,59.0616,-0.309391671124279,-0.272067011492482
"usgs_1143",59.0616,-152.5322,215.64,"SWD",60.1043,-149.4526,"ak0115aiaea0",-152.5322,59.0616,-0.0885174430013571,-0.322904338430063
"usgs_1144",59.0616,-152.5322,216.06,"OHAK",57.2225,-153.28751,"ak0115aiaea0",-152.5322,59.0616,-0.204149589341395,-0.0789852789615804
"usgs_1145",59.0616,-152.5322,342.24,"PMR",61.5922,-149.1308,"ak0115aiaea0",-152.5322,59.0616,-0.212106967523526,-0.024750798931214
"usgs_1146",59.0616,-152.5322,289.94,"SVW2",61.1082,-155.6217,"ak0115aiaea0",-152.5322,59.0616,0.114532751201871,0.370306206523982
"usgs_1147",59.0616,-152.5322,472.41,"TTA",62.9301,-156.0116,"ak0115aiaea0",-152.5322,59.0616,0.0731500063591652,0.337899955462885
"usgs_1148",59.0616,-152.5322,83.34,"AUL",59.38218,-153.43765,"ak0115aiaea0",-152.5322,59.0616,-0.166702064469952,-0.330924984808915
"usgs_1149",59.0616,-152.5322,189.89,"KABU",58.2702,-155.2843,"ak0115aiaea0",-152.5322,59.0616,0.0188021227284373,0.225245670004244
"usgs_1150",59.0616,-152.5322,177.73,"KAKN",58.2963,-155.0632,"ak0115aiaea0",-152.5322,59.0616,-0.0212605426418984,0.0785930298851679
"usgs_1213",60.7649,-151.076,476.61,"BAL",61.036,-142.3462,"ak0117oi3hnt",-151.076,60.7649,-0.00686893179537047,-0.0656190598991431
"usgs_1214",60.7649,-151.076,476.61,"BAL",61.036,-142.3462,"ak0117oi3hnt",-151.076,60.7649,-0.070875789467777,0.0521836258647087
"usgs_1215",60.7649,-151.076,355.53,"BMR",60.9677,-144.6051,"ak0117oi3hnt",-151.076,60.7649,-0.0404653638243296,-0.287352225420249
"usgs_1216",60.7649,-151.076,374.7,"BPAW",64.0997,-150.9873,"ak0117oi3hnt",-151.076,60.7649,-0.189107273120487,-0.107772942601839
"usgs_1217",60.7649,-151.076,374.7,"BPAW",64.0997,-150.9873,"ak0117oi3hnt",-151.076,60.7649,-0.195174562176669,-0.120023741366917
"usgs_1218",60.7649,-151.076,126,"BRLK",59.7511,-150.9063,"ak0117oi3hnt",-151.076,60.7649,-0.0481825851083543,0.128758525857848
"usgs_1219",60.7649,-151.076,126,"BRLK",59.7511,-150.9063,"ak0117oi3hnt",-151.076,60.7649,-0.275761663060438,-0.312839727983695
"usgs_1220",60.7649,-151.076,393.58,"BWN",64.1732,-149.2991,"ak0117oi3hnt",-151.076,60.7649,0.0559591576182443,0.103331964776085
"usgs_1221",60.7649,-151.076,304.7,"CAST",63.4188,-152.0844,"ak0117oi3hnt",-151.076,60.7649,-0.349908377428347,-0.373961161594669
"usgs_1222",60.7649,-151.076,465.88,"CCB",64.6453,-147.8053,"ak0117oi3hnt",-151.076,60.7649,-0.0954847125681516,0.282173844959041
"usgs_1223",60.7649,-151.076,356.68,"CHUM",63.8827,-152.3152,"ak0117oi3hnt",-151.076,60.7649,-0.126446320151304,-0.0747704958999199
"usgs_1224",60.7649,-151.076,148.94,"CNP",59.5251,-151.2373,"ak0117oi3hnt",-151.076,60.7649,-0.350715926576458,-0.563920095863304
"usgs_1225",60.7649,-151.076,148.94,"CNP",59.5251,-151.2373,"ak0117oi3hnt",-151.076,60.7649,-0.340985823352679,-0.544970256015871
"usgs_1226",60.7649,-151.076,437.47,"CRQ",60.7523,-143.0926,"ak0117oi3hnt",-151.076,60.7649,-0.0853448226570306,-0.278444429846346
"usgs_1227",60.7649,-151.076,437.47,"CRQ",60.7523,-143.0926,"ak0117oi3hnt",-151.076,60.7649,-0.0836727111247524,-0.314296663605904
"usgs_1228",60.7649,-151.076,326.4,"DHY",63.0753,-147.3759,"ak0117oi3hnt",-151.076,60.7649,0.0021629176800329,0.58362548931429
"usgs_1229",60.7649,-151.076,294.55,"DIV",61.1292,-145.7749,"ak0117oi3hnt",-151.076,60.7649,-0.0294999456191381,-0.33084577060878
"usgs_1230",60.7649,-151.076,294.55,"DIV",61.1292,-145.7749,"ak0117oi3hnt",-151.076,60.7649,-0.0476028905481775,-0.246000298245938
"usgs_1231",60.7649,-151.076,487.76,"DOT",63.6487,-144.0674,"ak0117oi3hnt",-151.076,60.7649,0.0385264905514492,0.32277285966712
"usgs_1232",60.7649,-151.076,296.63,"EYAK",60.5487,-145.75,"ak0117oi3hnt",-151.076,60.7649,-0.0133749756521402,0.143669522618209
"usgs_1233",60.7649,-151.076,86.38,"FIB",61.1656,-150.1775,"ak0117oi3hnt",-151.076,60.7649,-0.17052863658457,-0.121595496050061
"usgs_1234",60.7649,-151.076,86.38,"FIB",61.1656,-150.1775,"ak0117oi3hnt",-151.076,60.7649,-0.184061979383032,-0.0197313014719554
"usgs_1235",60.7649,-151.076,460.36,"HDA",64.4095,-146.9477,"ak0117oi3hnt",-151.076,60.7649,0.0697019164535359,0.241608954869085
"usgs_1236",60.7649,-151.076,138.92,"HOM",59.6572,-151.6515,"ak0117oi3hnt",-151.076,60.7649,-0.0729532211728313,-0.066696115254574
"usgs_1237",60.7649,-151.076,138.92,"HOM",59.6572,-151.6515,"ak0117oi3hnt",-151.076,60.7649,-0.0937213539371862,0.0185613716289149
"usgs_1238",60.7649,-151.076,293.7,"KLU",61.4924,-145.9227,"ak0117oi3hnt",-151.076,60.7649,-0.0620995371076811,-0.0438443706508981
"usgs_1239",60.7649,-151.076,314.9,"KTH",63.5527,-150.9233,"ak0117oi3hnt",-151.076,60.7649,0.0390092701584937,0.12487851649933
"usgs_1240",60.7649,-151.076,314.9,"KTH",63.5527,-150.9233,"ak0117oi3hnt",-151.076,60.7649,0.0347667718822206,0.199215403377998
"usgs_1241",60.7649,-151.076,352.2,"MCK",63.7318,-148.9373,"ak0117oi3hnt",-151.076,60.7649,-0.0799946735115538,0.0743874462126575
"usgs_1242",60.7649,-151.076,352.2,"MCK",63.7318,-148.9373,"ak0117oi3hnt",-151.076,60.7649,-0.0573837909306986,0.043587893518303
"usgs_1243",60.7649,-151.076,491.45,"MDM",64.9602,-148.2319,"ak0117oi3hnt",-151.076,60.7649,-0.0600112941023694,0.0428781289889485
"usgs_1244",60.7649,-151.076,477.9,"MLY",65.0304,-150.7442,"ak0117oi3hnt",-151.076,60.7649,-0.00848929421543654,0.196149942882342
"usgs_1245",60.7649,-151.076,386.63,"PAX",62.9699,-145.4699,"ak0117oi3hnt",-151.076,60.7649,0.0624163210559218,0.375124011823209
"usgs_1246",60.7649,-151.076,386.63,"PAX",62.9699,-145.4699,"ak0117oi3hnt",-151.076,60.7649,0.0684017086953131,0.382550049322806
"usgs_1247",60.7649,-151.076,249.94,"PPLA",62.8962,-152.1894,"ak0117oi3hnt",-151.076,60.7649,-0.186545177105981,-0.16106541036612
"usgs_1248",60.7649,-151.076,249.94,"PPLA",62.8962,-152.1894,"ak0117oi3hnt",-151.076,60.7649,-0.15131306165081,-0.178066510820108
"usgs_1249",60.7649,-151.076,356.54,"RAG",60.3863,-144.6773,"ak0117oi3hnt",-151.076,60.7649,0.0175305064374883,-0.160607700664279
"usgs_1250",60.7649,-151.076,356.54,"RAG",60.3863,-144.6773,"ak0117oi3hnt",-151.076,60.7649,0.222604684780265,0.313604751968233
"usgs_1251",60.7649,-151.076,98.42,"RC01",61.0889,-149.739,"ak0117oi3hnt",-151.076,60.7649,-0.195284335318306,0.0893272857816669
"usgs_1252",60.7649,-151.076,320.21,"RND",63.4056,-148.8602,"ak0117oi3hnt",-151.076,60.7649,0.0507335997578617,0.30733461624744
"usgs_1253",60.7649,-151.076,320.21,"RND",63.4056,-148.8602,"ak0117oi3hnt",-151.076,60.7649,0.00166506248764464,0.255685172816875
"usgs_1254",60.7649,-151.076,195,"SAW",61.807,-148.3316,"ak0117oi3hnt",-151.076,60.7649,-0.0395415840729242,0.29334350695455
"usgs_1255",60.7649,-151.076,195,"SAW",61.807,-148.3316,"ak0117oi3hnt",-151.076,60.7649,-0.0551751157986385,0.235337476812947
"usgs_1256",60.7649,-151.076,239.08,"SCM",61.832,-147.329,"ak0117oi3hnt",-151.076,60.7649,-0.203168735454628,0.085388419302104
"usgs_1257",60.7649,-151.076,97.48,"SSN",61.4636,-150.7467,"ak0117oi3hnt",-151.076,60.7649,-0.140584821464565,-0.306082961423742
"usgs_1258",60.7649,-151.076,97.48,"SSN",61.4636,-150.7467,"ak0117oi3hnt",-151.076,60.7649,0.0576692715748893,0.106626184435155
"usgs_1259",60.7649,-151.076,128.24,"SWD",60.1043,-149.4526,"ak0117oi3hnt",-151.076,60.7649,-0.0145823850085114,0.326987112270802
"usgs_1260",60.7649,-151.076,451.67,"TGL",60.7541,-142.8292,"ak0117oi3hnt",-151.076,60.7649,-0.131533245461473,-0.19853124364524
"usgs_1261",60.7649,-151.076,306.33,"TRF",63.4502,-150.2893,"ak0117oi3hnt",-151.076,60.7649,-0.15024229377035,-0.248518532489737
"usgs_1262",60.7649,-151.076,442.95,"WRH",64.4716,-148.0918,"ak0117oi3hnt",-151.076,60.7649,-0.0438611334564534,0.0547913499018267
"usgs_1263",60.7649,-151.076,458.75,"MENT",62.93805,-143.71942,"ak0117oi3hnt",-151.076,60.7649,0.103603934859919,0.308720513424199
"usgs_1264",60.7649,-151.076,306.9,"MID",59.4278,-146.33881,"ak0117oi3hnt",-151.076,60.7649,0.0446015163872177,0.27534158308633
"usgs_1265",60.7649,-151.076,417.18,"OHAK",57.2225,-153.28751,"ak0117oi3hnt",-151.076,60.7649,0.0154829352693211,0.329755359560152
"usgs_1266",60.7649,-151.076,149.89,"PMR",61.5922,-149.1308,"ak0117oi3hnt",-151.076,60.7649,-0.138866136371457,0.247524039098445
"usgs_1267",60.7649,-151.076,254.56,"SVW2",61.1082,-155.6217,"ak0117oi3hnt",-151.076,60.7649,-0.365709419533741,-0.286332123063698
"usgs_1268",60.7649,-151.076,357.78,"TTA",62.9301,-156.0116,"ak0117oi3hnt",-151.076,60.7649,-0.164075321686514,0.0916077785325838
"usgs_1269",60.7649,-151.076,209.48,"AUL",59.38218,-153.43765,"ak0117oi3hnt",-151.076,60.7649,0.0251990979618909,0.0862017795900545
"usgs_1270",60.7649,-151.076,369.01,"KABU",58.2702,-155.2843,"ak0117oi3hnt",-151.076,60.7649,-0.00659196423895643,-0.125062206096872
"usgs_1271",60.7649,-151.076,358.89,"KAKN",58.2963,-155.0632,"ak0117oi3hnt",-151.076,60.7649,-0.0331220867060547,0.0860170565642054
"usgs_1272",60.7649,-151.076,346.64,"KDAK",57.7828,-152.5835,"ak0117oi3hnt",-151.076,60.7649,0.00747458440820955,0.36922985350409
"usgs_1273",60.7649,-151.076,488.33,"COLA",64.8736,-147.8616,"ak0117oi3hnt",-151.076,60.7649,-0.0121660923970914,0.0786743881338623
"usgs_1274",60.7649,-151.076,494.42,"BAGL",60.4896,-142.09151,"ak0117oi3hnt",-151.076,60.7649,-0.029227597775842,-0.132352370083853
"usgs_1275",60.7649,-151.076,474.05,"BARK",60.403,-142.4931,"ak0117oi3hnt",-151.076,60.7649,-0.0375673840887157,-0.135424981752817
"usgs_1276",60.7649,-151.076,408.8,"BERG",60.3923,-143.7038,"ak0117oi3hnt",-151.076,60.7649,-0.0387966427890152,-0.0309660586359924
"usgs_1277",60.7649,-151.076,437.16,"BGLC",60.1205,-143.2841,"ak0117oi3hnt",-151.076,60.7649,-0.046397456056045,-0.00908040262674054
"usgs_1278",60.7649,-151.076,431.58,"GRIN",60.2805,-143.321,"ak0117oi3hnt",-151.076,60.7649,-0.16215622971887,-0.106701137696057
"usgs_1279",60.7649,-151.076,479.47,"ISLE",60.602,-142.34109,"ak0117oi3hnt",-151.076,60.7649,0.00317909800696769,0.191419709556456
"usgs_1280",60.7649,-151.076,432.43,"KHIT",60.4427,-143.25101,"ak0117oi3hnt",-151.076,60.7649,0.125423210304752,0.250060708692792
"usgs_1281",60.7649,-151.076,476.04,"KIAG",60.9231,-142.3607,"ak0117oi3hnt",-151.076,60.7649,-0.0259191731833574,-0.176722070673185
"usgs_1282",60.7649,-151.076,464.5,"KULT",60.2474,-142.7234,"ak0117oi3hnt",-151.076,60.7649,-0.128035273123638,-0.127849434913892
"usgs_1283",60.7649,-151.076,442.25,"MCAR",61.3836,-143.024,"ak0117oi3hnt",-151.076,60.7649,0.0807445814402413,0.132917015237436
"usgs_1284",60.7649,-151.076,397.59,"NICH",60.2361,-143.96919,"ak0117oi3hnt",-151.076,60.7649,-0.128451834407116,-0.173575316134952
"usgs_1285",60.7649,-151.076,411.84,"SUCK",60.072,-143.77901,"ak0117oi3hnt",-151.076,60.7649,0.126936555138389,0.255995713946164
"usgs_1286",60.7649,-151.076,418.05,"VRDI",61.2275,-143.4545,"ak0117oi3hnt",-151.076,60.7649,-0.190158113480818,-0.225346057515087
"usgs_1287",60.7649,-151.076,418.05,"VRDI",61.2275,-143.4545,"ak0117oi3hnt",-151.076,60.7649,-0.212784189749633,-0.248168392023075
"usgs_1536",63.2769,-150.5976,426.25,"BMR",60.9677,-144.6051,"ak011cgimjac",-150.5976,63.2769,-0.0656386811805436,-0.0722888962701238
"usgs_1537",63.2769,-150.5976,415.23,"BRLK",59.7511,-150.9063,"ak011cgimjac",-150.5976,63.2769,-0.0615867851364468,0.393466273979831
"usgs_1538",63.2769,-150.5976,154.66,"CAST",63.4188,-152.0844,"ak011cgimjac",-150.5976,63.2769,-0.410495701724451,-0.328945114299855
"usgs_1539",63.2769,-150.5976,154.66,"CAST",63.4188,-152.0844,"ak011cgimjac",-150.5976,63.2769,-0.371462764210657,-0.341967050303143
"usgs_1540",63.2769,-150.5976,245.63,"CCB",64.6453,-147.8053,"ak011cgimjac",-150.5976,63.2769,-0.446960225319484,-0.21260709528761
"usgs_1541",63.2769,-150.5976,172.85,"CHUM",63.8827,-152.3152,"ak011cgimjac",-150.5976,63.2769,-0.519108310289596,-1.08623891903256
"usgs_1542",63.2769,-150.5976,440.38,"CNP",59.5251,-151.2373,"ak011cgimjac",-150.5976,63.2769,-0.00451828077144248,0.44523755773049
"usgs_1543",63.2769,-150.5976,440.38,"CNP",59.5251,-151.2373,"ak011cgimjac",-150.5976,63.2769,-0.00447197059251144,0.472597915061903
"usgs_1544",63.2769,-150.5976,460.83,"COLD",67.2269,-150.2038,"ak011cgimjac",-150.5976,63.2769,-0.41978645499686,-0.141779504034386
"usgs_1545",63.2769,-150.5976,501.22,"CRQ",60.7523,-143.0926,"ak011cgimjac",-150.5976,63.2769,-0.0976684860271072,0.0175267511006577
"usgs_1546",63.2769,-150.5976,211.65,"DHY",63.0753,-147.3759,"ak011cgimjac",-150.5976,63.2769,-0.00691210526877513,0.32101754329811
"usgs_1547",63.2769,-150.5976,211.65,"DHY",63.0753,-147.3759,"ak011cgimjac",-150.5976,63.2769,-0.0379322628476717,0.186949271069242
"usgs_1548",63.2769,-150.5976,371.71,"DIV",61.1292,-145.7749,"ak011cgimjac",-150.5976,63.2769,-0.0317222681721619,0.221214904723653
"usgs_1549",63.2769,-150.5976,354.79,"DOT",63.6487,-144.0674,"ak011cgimjac",-150.5976,63.2769,-0.0462833060450791,-0.300597784455566
"usgs_1550",63.2769,-150.5976,418.28,"EYAK",60.5487,-145.75,"ak011cgimjac",-150.5976,63.2769,-0.105737688776568,0.120141237764037
"usgs_1551",63.2769,-150.5976,271.64,"FIB",61.1656,-150.1775,"ak011cgimjac",-150.5976,63.2769,-0.191300410316314,-0.0516800372669963
"usgs_1552",63.2769,-150.5976,271.64,"FIB",61.1656,-150.1775,"ak011cgimjac",-150.5976,63.2769,-0.196195117902827,0.0334458924986686
"usgs_1553",63.2769,-150.5976,377.36,"FID",60.7277,-146.5987,"ak011cgimjac",-150.5976,63.2769,0.0227430785244246,0.515957779317116
"usgs_1554",63.2769,-150.5976,465.43,"FYU",66.5657,-145.2342,"ak011cgimjac",-150.5976,63.2769,-0.642735518452924,-0.597479246690143
"usgs_1555",63.2769,-150.5976,232.18,"GHO",61.771,-148.926,"ak011cgimjac",-150.5976,63.2769,-0.000222402095501594,0.155080786551182
"usgs_1556",63.2769,-150.5976,232.18,"GHO",61.771,-148.926,"ak011cgimjac",-150.5976,63.2769,0.000361890211752963,0.133312480663962
"usgs_1557",63.2769,-150.5976,350.82,"GLI",60.8792,-147.0959,"ak011cgimjac",-150.5976,63.2769,-0.0194008225733503,0.297814590102655
"usgs_1558",63.2769,-150.5976,350.82,"GLI",60.8792,-147.0959,"ak011cgimjac",-150.5976,63.2769,-0.0266380404494205,0.230594490611086
"usgs_1559",63.2769,-150.5976,257.71,"HDA",64.4095,-146.9477,"ak011cgimjac",-150.5976,63.2769,-0.306957155502103,-0.217279680825764
"usgs_1560",63.2769,-150.5976,408.86,"HIN",60.396,-146.5035,"ak011cgimjac",-150.5976,63.2769,-0.107445969888271,-0.251608048296451
"usgs_1561",63.2769,-150.5976,408.86,"HIN",60.396,-146.5035,"ak011cgimjac",-150.5976,63.2769,-0.145279479031555,-0.571100719240441
"usgs_1562",63.2769,-150.5976,486.61,"HMT",60.3351,-144.2623,"ak011cgimjac",-150.5976,63.2769,-0.16633295317786,0.161815018838082
"usgs_1563",63.2769,-150.5976,486.61,"HMT",60.3351,-144.2623,"ak011cgimjac",-150.5976,63.2769,-0.0444176621956203,0.119547852294837
"usgs_1564",63.2769,-150.5976,428.66,"HOM",59.6572,-151.6515,"ak011cgimjac",-150.5976,63.2769,-0.0718624792375589,0.137563451169668
"usgs_1565",63.2769,-150.5976,428.66,"HOM",59.6572,-151.6515,"ak011cgimjac",-150.5976,63.2769,-0.115098402968981,0.198866002597811
"usgs_1566",63.2769,-150.5976,514.27,"KAI",59.9268,-144.4188,"ak011cgimjac",-150.5976,63.2769,-0.18709360544191,-1.04975247386766
"usgs_1567",63.2769,-150.5976,340.98,"KLU",61.4924,-145.9227,"ak011cgimjac",-150.5976,63.2769,-0.0975202241483223,0.0540413436305052
"usgs_1568",63.2769,-150.5976,270.88,"KNK",61.4131,-148.4585,"ak011cgimjac",-150.5976,63.2769,-0.256783472759093,-0.17097607034115
"usgs_1569",63.2769,-150.5976,270.88,"KNK",61.4131,-148.4585,"ak011cgimjac",-150.5976,63.2769,-0.34446174283411,-0.100372866617571
"usgs_1570",63.2769,-150.5976,138.89,"KTH",63.5527,-150.9233,"ak011cgimjac",-150.5976,63.2769,0.0129161206413267,0.27936994678254
"usgs_1571",63.2769,-150.5976,165.91,"MCK",63.7318,-148.9373,"ak011cgimjac",-150.5976,63.2769,-0.232713667029549,-0.130014575883323
"usgs_1572",63.2769,-150.5976,165.91,"MCK",63.7318,-148.9373,"ak011cgimjac",-150.5976,63.2769,-0.174172902690092,-0.208730748614683
